id,title,startyear,endyear,rating
19074,Hawkeye vs Deadpool (2014),2014,2014,
19075,Edge of Spider-Verse (2014),2014,2014,
19076,Deadpool Bi-Annual (2014),2014,2014,
19077,Hulk Annual (2014),2014,2014,
19078,Fantastic Four Annual (2014),2014,2014,
19080,Original Sin Annual (2014),2014,2014,
19083,Death of Wolverine: The Logan Legacy (2014 - Present),2014,2099,
19084,Axis: Hobgoblin (2014 - Present),2014,2099,
19085,Axis: Carnage (2014 - Present),2014,2099,
19086,Axis: Revolutions (2014),2014,2014,
19087,Death of Wolverine: Deadpool & Captain America (2014),2014,2014,
19089,Marvel 75th Anniversary Celebration (2014),2014,2014,
19090,Dark Tower: The Drawing of the Three - The Prisoner (2014 - Present),2014,2099,
19095,Adventures of Cyclops & Phoenix (1998),1998,1998,
19120,Men of Wrath (2014 - Present),2014,2099,
19160,Captain America & the Mighty Avengers (2014 - Present),2014,2099,
19161,Death of Wolverine: Life After Logan (2014 - Present),2014,2099,
19162,Death of Wolverine: The Weapon X Program (2014 - Present),2014,2099,
19163,All-New Captain America (2014 - Present),2014,2099,
19164,Superior Iron Man (2014 - Present),2014,2099,
19210,Marvel Universe Avengers Assemble Season Two (2014),2014,2014,
19212,Vision (2002),2002,2002,
19217,Invaders (1993),1993,1993,
19232,"Captain America: Peggy Carter, Agent of S.H.I.E.L.D. (2014)",2014,2014,
19235,Uncanny X-Men Annual (2014 - Present),2014,2099,
19237,All-New X-Men Annual (2014 - Present),2014,2099,
19241,Howard the Duck (2015),2015,2015,Rated T+
19242,Star Wars (2015 - Present),2015,2099,Rated T
19243,Powers (2015 - Present),2015,2099,Mature
19245,A-Force (2015 - Present),2015,2099,Rated T+
19246,Age of Apocalypse (2015 - Present),2015,2099,Rated T+
19247,Age of Ultron Vs. Zombies (2015 - Present),2015,2099,Rated T+
19253,All-New Captain America: Fear Him (2015 - Present),2015,2099,Rated T
19255,All-New Hawkeye (2015),2015,2015,Rated T+
19259,All-New Miracleman Annual (2014 - Present),2014,2099,
19264,Amazing Spider-Man Special (2015 - Present),2015,2099,
19271,Angela: Asgard's Assassin (2014 - Present),2014,2099,Rated T+
19275,Ant-Man (2015 - Present),2015,2099,Rated T+
19284,Armor Wars (2015 - Present),2015,2099,Rated T+
19294,Avengers Now! (2014 - Present),2014,2099,
19303,Avengers: No More Bullying (2015 - Present),2015,2099,
19304,Avengers: Operation Hydra (2015 - Present),2015,2099,
19321,Avengers: Ultron Forever (2015 - Present),2015,2099,
19335,Big Thunder Mountain Railroad (2015 - Present),2015,2099,All Ages
19345,Captain America Special (2015 - Present),2015,2099,
19348,Captain Britain and the Mighty Defenders (2015 - Present),2015,2099,Rated T+
19349,Captain Marvel & The Carol Corps (2015 - Present),2015,2099,Rated T+
19350,Civil War (2015 - Present),2015,2099,Rated T+
19369,Dark Tower: The Drawing of the Three - House of Cards (2015 - Present),2015,2099,Mature
19371,Dark Tower: The Drawing of the Three - Lady of Shadows (2015 - Present),2015,2099,Mature
19379,Darth Vader (2015 - Present),2015,2099,Rated T
19390,Deadpool's Secret Secret Wars (2015 - Present),2015,2099,Parental Advisory
19405,Deathlok (2014 - Present),2014,2099,Rated T+
19416,Runaways (2015 - Present),2015,2099,Rated T+
19417,E Is for Extinction (2015 - Present),2015,2099,Rated T+
19418,Marvel Zombies (2015 - Present),2015,2099,Rated T+
19426,Future Imperfect (2015 - Present),2015,2099,Rated T+
19430,Ghost Racers (2015 - Present),2015,2099,Rated T
19434,Guardians 3000 (2014 - Present),2014,2099,Rated T+
19445,Guardians of the Galaxy & X-Men: The Black Vortex Alpha (2015 - Present),2015,2099,
19446,Guardians of the Galaxy & X-Men: The Black Vortex Omega (2015 - Present),2015,2099,
19447,Guardians of the Galaxy & X-Men: The Black Vortex Omega (2015 - Present),2015,2099,
19448,Guardians of the Galaxy & X-Men: The Black Vortex Omega (2015 - Present),2015,2099,
19449,Guardians of the Galaxy: Best Story Ever (2015 - Present),2015,2099,
19453,Guardians Team-Up (2015 - Present),2015,2099,Rated T+
19456,Hail Hydra (2015 - Present),2015,2099,Rated T+
19457,"Hank Johnson, Agent of Hydra (2015 - Present)",2015,2099,
19461,House of Hem (2015),2015,2015,
19462,House of M (2015 - Present),2015,2099,Rated T+
19466,Howard the Human (2015 - Present),2015,2099,
19470,Inferno (2015 - Present),2015,2099,Rated T+
19471,Infinity Gauntlet (2015 - Present),2015,2099,Rated T
19472,Inhuman Special (2015 - Present),2015,2099,
19477,Inhumans: Attilan Rising (2015 - Present),2015,2099,Rated T+
19486,Kanan (2015 - Present),2015,2099,Rated T
19497,M.O.D.O.K. Assassin (2015 - Present),2015,2099,Parental Advisory
19561,Marvel Universe Guardians of the Galaxy (2015 - Present),2015,2099,All Ages
19563,MARVEL UNIVERSE ULTIMATE SPIDER-MAN: WEB WARRIORS (2014 - Present),2014,2099,All Ages
19571,Marvel's Ant-Man Prelude (2015 - Present),2015,2099,Rated T
19576,Marvel's the Avengers (2014 - Present),2014,2099,Rated T+
19580,Master of Kung Fu (2015 - Present),2015,2099,Rated T+
19581,Max Ride: First Flight (2015 - Present),2015,2099,Rated T
19585,Men of Wrath (2014 - Present),2014,2099,Mature
19591,Mrs. Deadpool and the Howling Commandos (2015 - Present),2015,2099,Parental Advisory
19602,New Avengers: Ultron Forever (2015 - Present),2015,2099,
19603,New Avengers: Ultron Forever (2015 - Present),2015,2099,
19604,New Avengers: Ultron Forever (2015 - Present),2015,2099,
19608,Siege (2015 - Present),2015,2099,Rated T+
19609,Nova Annual (2015 - Present),2015,2099,
19614,Old Man Logan (2015 - Present),2015,2099,Parental Advisory
19616,Operation: S.I.N. (2015 - Present),2015,2099,Rated T
19622,Where Monsters Dwell (2015 - Present),2015,2099,Parental Advisory
19625,Planet Hulk (2015 - Present),2015,2099,Rated T
19631,Princess Leia (2015 - Present),2015,2099,Rated T
19632,Amazing Spider-Man: Renew Your Vows (2015 - Present),2015,2099,Rated T
19633,Return of the Living Deadpool (2015 - Present),2015,2099,Parental Advisory
19639,S.H.I.E.L.D. (2014 - Present),2014,2099,Rated T+
19648,Secret Wars (2015 - Present),2015,2099,Rated T+
19649,Secret Wars 2099 (2015 - Present),2015,2099,Rated T
19657,Secret Wars: Secret Love (2015 - Present),2015,2099,
19658,Ultimate End (2015 - Present),2015,2099,Rated T+
19659,Secret Wars: Battleworld (2015 - Present),2015,2099,Rated T+
19661,Silk (2015 - Present),2015,2099,Rated T
19670,Spider-Gwen (2015),2015,2015,Rated T+
19676,Spider-Man & the X-Men (2014 - Present),2014,2099,Rated T+
19679,Spider-Man/Deadpool (2016 - Present),2016,2099,Rated T+
19685,Spider-Verse (2015 - Present),2015,2099,Rated T
19689,Squadron Sinister (2015 - Present),2015,2099,Rated T+
19705,JOURNEY TO STAR WARS: THE FORCE AWAKENS - SHATTERED EMPIRE (2015 - Present),2015,2099,Rated T+
19709,Chewbacca (2015 - Present),2015,2099,Rated T
19734,Thanos Vs. Hulk (2014 - Present),2014,2099,Rated T+
19750,The Unbeatable Squirrel Girl (2015 - Present),2015,2099,Rated T
19755,The United States of Murder Inc. (2014 - Present),2014,2099,Mature
19759,Thor (2014 - Present),2014,2099,Rated T+
19762,Thor Annual (2015 - Present),2015,2099,
19765,Thors (2015 - Present),2015,2099,Rated T+
19773,Uncanny Avengers (2015),2015,2015,Rated T
19777,Uncanny Avengers: Ultron Forever (2015 - Present),2015,2099,
19780,Uncanny Inhumans (2015 - Present),2015,2099,Rated T+
19790,Weirdworld (2015 - Present),2015,2099,Rated T
19791,What If? Infinity- Thanos (2015 - Present),2015,2099,Rated T+
19794,Wolverines (2015 - Present),2015,2099,Parental Advisory
19800,X-Men '92 Infinite Comic (2015 - Present),2015,2099,Rated T
19813,X-Tinction Agenda (2015 - Present),2015,2099,Rated T+
19814,Years of Future Past (2015 - Present),2015,2099,Rated T+
19817,Giant-Size Little Marvel: AVX (2015 - Present),2015,2099,Rated T
